empresa;descrição;cidade;protocolo;created_at;status_os;data_encerramento_prot;OLT;Regional;Motivo;Motivo do Cancelamento;Setor que cancelou
Conecta+;Mudança de Endereço;Campinas;20263162384;27/01/2026 04:35:28;Cancelado;27/01/2026 08:35:28;OLT-HUAWEI-4;Campinas;Mudança de Endereço;Preço Elevado;Retenção
FiberTech;Troca de Tecnologia;Hortolândia;20264195490;31/12/2025 10:13:20;Cancelado;06/01/2026 14:13:20;OLT-NOKIA-7;Hortolândia;Troca de Tecnologia;Preço Elevado;Financeiro
Horizon Telecom;Mudança de Endereço;Hortolândia;20261569747;05/01/2026 06:28:40;Cancelado;09/01/2026 14:28:40;OLT-ZTE-2;Hortolândia;Mudança de Endereço;Problemas Técnicos;Retenção
FiberTech;Troca de Tecnologia;Sumaré;20261365962;06/02/2026 15:54:05;Cancelado;07/02/2026 20:54:05;OLT-NOKIA-5;Sumaré;Troca de Tecnologia;Problemas Técnicos;Financeiro
Conecta+;Instalação Nova;Paulínia;20269464022;07/02/2026 21:02:35;Cancelado;15/02/2026 06:02:35;OLT-HUAWEI-2;Paulínia;Instalação Nova;Mudança de Cidade;Comercial
Conecta+;Instalação Nova;Americana;20267691410;28/01/2026 04:11:57;Cancelado;01/02/2026 06:11:57;OLT-ZTE-10;Americana;Instalação Nova;Problemas Técnicos;Financeiro
Horizon Telecom;Troca de Tecnologia;Hortolândia;20268895148;05/02/2026 12:26:38;Cancelado;09/02/2026 19:26:38;OLT-ZTE-3;Hortolândia;Troca de Tecnologia;Preço Elevado;Financeiro
FiberTech;Reparo de Fibra;Valinhos;20262805383;06/02/2026 01:27:15;Cancelado;06/02/2026 10:27:15;OLT-ZTE-10;Valinhos;Reparo de Fibra;Troca por Concorrente;Comercial
Horizon Telecom;Troca de Tecnologia;Americana;20263342720;11/02/2026 11:52:15;Cancelado;14/02/2026 12:52:15;OLT-HUAWEI-6;Americana;Troca de Tecnologia;Mudança de Cidade;Financeiro
Horizon Telecom;Reparo de Fibra;Valinhos;20264016418;16/01/2026 19:15:47;Cancelado;23/01/2026 03:15:47;OLT-NOKIA-1;Valinhos;Reparo de Fibra;Mudança de Cidade;Telemarketing
Conecta+;Instalação Nova;Valinhos;20265776109;25/01/2026 17:23:50;Cancelado;28/01/2026 23:23:50;OLT-HUAWEI-4;Valinhos;Instalação Nova;Mudança de Cidade;Comercial
Conecta+;Reparo de Fibra;Campinas;20269616111;11/02/2026 09:58:47;Cancelado;18/02/2026 09:58:47;OLT-HUAWEI-9;Campinas;Reparo de Fibra;Problemas Técnicos;Comercial
Horizon Telecom;Suporte Wi-Fi;Paulínia;20262734415;13/02/2026 00:54:25;Cancelado;16/02/2026 08:54:25;OLT-HUAWEI-5;Paulínia;Suporte Wi-Fi;Problemas Técnicos;Financeiro
Horizon Telecom;Troca de Tecnologia;Sumaré;20264345338;26/01/2026 15:14:23;Cancelado;27/01/2026 00:14:23;OLT-HUAWEI-9;Sumaré;Troca de Tecnologia;Mudança de Cidade;Financeiro
Horizon Telecom;Mudança de Endereço;Sumaré;20261115356;15/02/2026 00:31:28;Cancelado;18/02/2026 07:31:28;OLT-ZTE-1;Sumaré;Mudança de Endereço;Mudança de Cidade;Telemarketing
Conecta+;Suporte Wi-Fi;Paulínia;20269984068;29/01/2026 11:39:53;Cancelado;31/01/2026 11:39:53;OLT-HUAWEI-1;Paulínia;Suporte Wi-Fi;Problemas Técnicos;Comercial
Horizon Telecom;Instalação Nova;Campinas;20262275437;07/02/2026 15:33:56;Cancelado;07/02/2026 17:33:56;OLT-ZTE-9;Campinas;Instalação Nova;Mudança de Cidade;Retenção
Horizon Telecom;Troca de Tecnologia;Hortolândia;20262023238;19/01/2026 23:30:21;Cancelado;21/01/2026 05:30:21;OLT-HUAWEI-5;Hortolândia;Troca de Tecnologia;Preço Elevado;Comercial
Horizon Telecom;Troca de Tecnologia;Valinhos;20264332560;05/02/2026 17:07:39;Cancelado;11/02/2026 03:07:39;OLT-ZTE-8;Valinhos;Troca de Tecnologia;Mudança de Cidade;Retenção
FiberTech;Reparo de Fibra;Hortolândia;20262981570;23/01/2026 14:15:28;Cancelado;30/01/2026 16:15:28;OLT-ZTE-3;Hortolândia;Reparo de Fibra;Preço Elevado;Financeiro
Conecta+;Instalação Nova;Valinhos;20268253990;17/01/2026 10:15:01;Cancelado;19/01/2026 19:15:01;OLT-HUAWEI-8;Valinhos;Instalação Nova;Preço Elevado;Comercial
Conecta+;Reparo de Fibra;Paulínia;20264492372;03/01/2026 19:03:51;Cancelado;08/01/2026 02:03:51;OLT-HUAWEI-10;Paulínia;Reparo de Fibra;Problemas Técnicos;Retenção
Conecta+;Reparo de Fibra;Paulínia;20268779955;07/01/2026 00:15:47;Cancelado;13/01/2026 11:15:47;OLT-NOKIA-8;Paulínia;Reparo de Fibra;Troca por Concorrente;Retenção
Horizon Telecom;Instalação Nova;Paulínia;20269700722;18/01/2026 14:30:18;Cancelado;19/01/2026 20:30:18;OLT-NOKIA-2;Paulínia;Instalação Nova;Mudança de Cidade;Telemarketing
Horizon Telecom;Mudança de Endereço;Paulínia;20268509802;03/01/2026 16:47:11;Cancelado;05/01/2026 20:47:11;OLT-HUAWEI-1;Paulínia;Mudança de Endereço;Preço Elevado;Telemarketing
Horizon Telecom;Mudança de Endereço;Paulínia;20268467186;19/01/2026 20:18:39;Cancelado;25/01/2026 01:18:39;OLT-HUAWEI-1;Paulínia;Mudança de Endereço;Mudança de Cidade;Telemarketing
Horizon Telecom;Troca de Tecnologia;Hortolândia;20261761582;29/01/2026 19:59:21;Cancelado;30/01/2026 04:59:21;OLT-HUAWEI-9;Hortolândia;Troca de Tecnologia;Troca por Concorrente;Telemarketing
FiberTech;Suporte Wi-Fi;Paulínia;20265131519;10/01/2026 05:02:23;Cancelado;13/01/2026 09:02:23;OLT-ZTE-1;Paulínia;Suporte Wi-Fi;Mudança de Cidade;Retenção
FiberTech;Mudança de Endereço;Campinas;20262077309;03/02/2026 05:52:19;Cancelado;07/02/2026 10:52:19;OLT-NOKIA-7;Campinas;Mudança de Endereço;Problemas Técnicos;Retenção
Conecta+;Suporte Wi-Fi;Valinhos;20268869978;28/01/2026 19:55:24;Cancelado;01/02/2026 03:55:24;OLT-HUAWEI-4;Valinhos;Suporte Wi-Fi;Mudança de Cidade;Retenção
FiberTech;Troca de Tecnologia;Paulínia;20269658448;12/01/2026 17:31:13;Cancelado;12/01/2026 21:31:13;OLT-ZTE-5;Paulínia;Troca de Tecnologia;Mudança de Cidade;Retenção
Horizon Telecom;Instalação Nova;Paulínia;20265487234;01/02/2026 02:41:34;Cancelado;05/02/2026 13:41:34;OLT-NOKIA-1;Paulínia;Instalação Nova;Preço Elevado;Telemarketing
FiberTech;Instalação Nova;Sumaré;20263531970;07/02/2026 16:45:03;Cancelado;10/02/2026 01:45:03;OLT-HUAWEI-3;Sumaré;Instalação Nova;Problemas Técnicos;Comercial
Conecta+;Suporte Wi-Fi;Paulínia;20269507105;23/01/2026 05:35:14;Cancelado;27/01/2026 15:35:14;OLT-NOKIA-7;Paulínia;Suporte Wi-Fi;Problemas Técnicos;Telemarketing
Conecta+;Suporte Wi-Fi;Campinas;20266137244;17/01/2026 03:34:45;Cancelado;24/01/2026 13:34:45;OLT-ZTE-9;Campinas;Suporte Wi-Fi;Troca por Concorrente;Comercial
Conecta+;Suporte Wi-Fi;Sumaré;20263386363;10/02/2026 10:04:34;Cancelado;15/02/2026 13:04:34;OLT-NOKIA-3;Sumaré;Suporte Wi-Fi;Troca por Concorrente;Comercial
Conecta+;Reparo de Fibra;Paulínia;20266116151;09/02/2026 23:35:09;Cancelado;16/02/2026 06:35:09;OLT-ZTE-10;Paulínia;Reparo de Fibra;Preço Elevado;Retenção
Horizon Telecom;Mudança de Endereço;Campinas;20266446000;12/02/2026 04:03:13;Cancelado;16/02/2026 11:03:13;OLT-ZTE-10;Campinas;Mudança de Endereço;Troca por Concorrente;Telemarketing
Conecta+;Troca de Tecnologia;Campinas;20265813959;30/12/2025 18:16:54;Cancelado;03/01/2026 04:16:54;OLT-NOKIA-10;Campinas;Troca de Tecnologia;Problemas Técnicos;Comercial
Horizon Telecom;Instalação Nova;Americana;20262532997;11/01/2026 06:13:58;Cancelado;16/01/2026 09:13:58;OLT-ZTE-8;Americana;Instalação Nova;Mudança de Cidade;Comercial
Horizon Telecom;Suporte Wi-Fi;Sumaré;20265559950;05/01/2026 18:48:52;Cancelado;09/01/2026 02:48:52;OLT-NOKIA-4;Sumaré;Suporte Wi-Fi;Preço Elevado;Retenção
FiberTech;Suporte Wi-Fi;Campinas;20265546464;12/02/2026 21:18:23;Cancelado;16/02/2026 21:18:23;OLT-ZTE-10;Campinas;Suporte Wi-Fi;Preço Elevado;Financeiro
Conecta+;Reparo de Fibra;Hortolândia;20266748974;09/02/2026 18:12:42;Cancelado;14/02/2026 04:12:42;OLT-NOKIA-7;Hortolândia;Reparo de Fibra;Preço Elevado;Retenção
Horizon Telecom;Mudança de Endereço;Hortolândia;20263848044;02/02/2026 05:14:55;Cancelado;06/02/2026 12:14:55;OLT-ZTE-2;Hortolândia;Mudança de Endereço;Problemas Técnicos;Financeiro
FiberTech;Instalação Nova;Americana;20265713519;31/12/2025 12:19:58;Cancelado;04/01/2026 17:19:58;OLT-NOKIA-8;Americana;Instalação Nova;Problemas Técnicos;Retenção
Horizon Telecom;Mudança de Endereço;Campinas;20269851809;20/01/2026 14:54:10;Cancelado;28/01/2026 00:54:10;OLT-HUAWEI-9;Campinas;Mudança de Endereço;Problemas Técnicos;Financeiro
Conecta+;Mudança de Endereço;Sumaré;20265211038;03/01/2026 19:18:45;Cancelado;11/01/2026 03:18:45;OLT-HUAWEI-10;Sumaré;Mudança de Endereço;Problemas Técnicos;Financeiro
Conecta+;Instalação Nova;Campinas;20265055195;08/02/2026 21:45:26;Cancelado;15/02/2026 04:45:26;OLT-NOKIA-9;Campinas;Instalação Nova;Troca por Concorrente;Financeiro
FiberTech;Instalação Nova;Hortolândia;20267784862;13/01/2026 04:46:09;Cancelado;17/01/2026 11:46:09;OLT-ZTE-2;Hortolândia;Instalação Nova;Troca por Concorrente;Comercial
Horizon Telecom;Reparo de Fibra;Paulínia;20266154461;30/01/2026 02:23:31;Cancelado;03/02/2026 05:23:31;OLT-ZTE-8;Paulínia;Reparo de Fibra;Preço Elevado;Telemarketing
Horizon Telecom;Reparo de Fibra;Campinas;20266161523;26/12/2025 17:43:08;Cancelado;03/01/2026 01:43:08;OLT-HUAWEI-1;Campinas;Reparo de Fibra;Problemas Técnicos;Financeiro
Conecta+;Mudança de Endereço;Paulínia;20265908969;16/01/2026 08:37:19;Cancelado;23/01/2026 16:37:19;OLT-HUAWEI-5;Paulínia;Mudança de Endereço;Mudança de Cidade;Comercial
Horizon Telecom;Reparo de Fibra;Campinas;20266653653;12/01/2026 05:44:46;Cancelado;13/01/2026 16:44:46;OLT-NOKIA-1;Campinas;Reparo de Fibra;Preço Elevado;Telemarketing
Conecta+;Instalação Nova;Sumaré;20268844451;06/01/2026 04:19:23;Cancelado;08/01/2026 12:19:23;OLT-ZTE-10;Sumaré;Instalação Nova;Troca por Concorrente;Comercial
Horizon Telecom;Instalação Nova;Valinhos;20268801047;25/01/2026 19:25:52;Cancelado;31/01/2026 01:25:52;OLT-ZTE-2;Valinhos;Instalação Nova;Mudança de Cidade;Financeiro
Horizon Telecom;Reparo de Fibra;Campinas;20264475800;03/02/2026 00:30:53;Cancelado;06/02/2026 11:30:53;OLT-HUAWEI-5;Campinas;Reparo de Fibra;Mudança de Cidade;Financeiro
Horizon Telecom;Suporte Wi-Fi;Sumaré;20263827105;07/01/2026 03:07:26;Cancelado;11/01/2026 05:07:26;OLT-NOKIA-4;Sumaré;Suporte Wi-Fi;Problemas Técnicos;Comercial
FiberTech;Suporte Wi-Fi;Hortolândia;20264468040;04/01/2026 03:58:24;Cancelado;11/01/2026 09:58:24;OLT-ZTE-5;Hortolândia;Suporte Wi-Fi;Troca por Concorrente;Comercial
Conecta+;Reparo de Fibra;Valinhos;20263913902;05/01/2026 10:43:59;Cancelado;10/01/2026 14:43:59;OLT-HUAWEI-3;Valinhos;Reparo de Fibra;Preço Elevado;Comercial
FiberTech;Troca de Tecnologia;Paulínia;20264505812;22/01/2026 04:28:58;Cancelado;25/01/2026 09:28:58;OLT-HUAWEI-3;Paulínia;Troca de Tecnologia;Problemas Técnicos;Telemarketing
Horizon Telecom;Instalação Nova;Paulínia;20263008274;08/02/2026 15:40:42;Cancelado;16/02/2026 00:40:42;OLT-HUAWEI-4;Paulínia;Instalação Nova;Preço Elevado;Comercial
FiberTech;Mudança de Endereço;Sumaré;20263638405;04/02/2026 16:00:42;Cancelado;06/02/2026 22:00:42;OLT-NOKIA-1;Sumaré;Mudança de Endereço;Troca por Concorrente;Comercial
Conecta+;Reparo de Fibra;Campinas;20267180479;04/02/2026 13:30:53;Cancelado;09/02/2026 21:30:53;OLT-ZTE-7;Campinas;Reparo de Fibra;Mudança de Cidade;Retenção
FiberTech;Reparo de Fibra;Americana;20268311548;06/01/2026 22:09:53;Cancelado;10/01/2026 06:09:53;OLT-NOKIA-6;Americana;Reparo de Fibra;Preço Elevado;Comercial
Horizon Telecom;Troca de Tecnologia;Valinhos;20263112430;25/01/2026 00:18:17;Cancelado;29/01/2026 04:18:17;OLT-NOKIA-5;Valinhos;Troca de Tecnologia;Troca por Concorrente;Financeiro
FiberTech;Reparo de Fibra;Hortolândia;20267284789;22/01/2026 14:37:26;Cancelado;23/01/2026 23:37:26;OLT-HUAWEI-4;Hortolândia;Reparo de Fibra;Troca por Concorrente;Retenção
Horizon Telecom;Troca de Tecnologia;Americana;20266926921;04/01/2026 21:13:38;Cancelado;06/01/2026 03:13:38;OLT-ZTE-9;Americana;Troca de Tecnologia;Mudança de Cidade;Financeiro
Conecta+;Troca de Tecnologia;Hortolândia;20265748629;14/01/2026 23:19:41;Cancelado;16/01/2026 05:19:41;OLT-ZTE-7;Hortolândia;Troca de Tecnologia;Mudança de Cidade;Telemarketing
Conecta+;Instalação Nova;Campinas;20263199051;10/02/2026 08:50:30;Cancelado;14/02/2026 08:50:30;OLT-ZTE-9;Campinas;Instalação Nova;Problemas Técnicos;Comercial
FiberTech;Troca de Tecnologia;Hortolândia;20261726165;30/01/2026 17:47:27;Cancelado;30/01/2026 17:47:27;OLT-HUAWEI-1;Hortolândia;Troca de Tecnologia;Mudança de Cidade;Comercial
FiberTech;Troca de Tecnologia;Hortolândia;20265959954;08/01/2026 04:13:44;Cancelado;08/01/2026 07:13:44;OLT-ZTE-1;Hortolândia;Troca de Tecnologia;Problemas Técnicos;Comercial
Conecta+;Reparo de Fibra;Hortolândia;20266212997;09/02/2026 05:47:45;Cancelado;15/02/2026 09:47:45;OLT-NOKIA-9;Hortolândia;Reparo de Fibra;Preço Elevado;Telemarketing
Conecta+;Instalação Nova;Paulínia;20263210848;29/12/2025 14:41:37;Cancelado;03/01/2026 16:41:37;OLT-HUAWEI-7;Paulínia;Instalação Nova;Problemas Técnicos;Comercial
FiberTech;Mudança de Endereço;Hortolândia;20267663674;12/01/2026 06:13:08;Cancelado;12/01/2026 18:13:08;OLT-ZTE-8;Hortolândia;Mudança de Endereço;Troca por Concorrente;Comercial
Conecta+;Instalação Nova;Sumaré;20267806129;12/02/2026 02:56:39;Cancelado;16/02/2026 04:56:39;OLT-ZTE-6;Sumaré;Instalação Nova;Mudança de Cidade;Comercial
FiberTech;Reparo de Fibra;Sumaré;20262591925;27/01/2026 10:24:50;Cancelado;27/01/2026 13:24:50;OLT-HUAWEI-9;Sumaré;Reparo de Fibra;Troca por Concorrente;Telemarketing
Horizon Telecom;Reparo de Fibra;Campinas;20262310529;03/01/2026 02:59:45;Cancelado;08/01/2026 04:59:45;OLT-ZTE-2;Campinas;Reparo de Fibra;Problemas Técnicos;Retenção
Conecta+;Instalação Nova;Paulínia;20269549727;10/02/2026 03:20:18;Cancelado;16/02/2026 03:20:18;OLT-NOKIA-2;Paulínia;Instalação Nova;Troca por Concorrente;Comercial
FiberTech;Mudança de Endereço;Paulínia;20263425868;07/01/2026 05:19:35;Cancelado;08/01/2026 07:19:35;OLT-NOKIA-3;Paulínia;Mudança de Endereço;Preço Elevado;Telemarketing
Horizon Telecom;Instalação Nova;Sumaré;20261068629;26/01/2026 10:24:46;Cancelado;26/01/2026 20:24:46;OLT-HUAWEI-4;Sumaré;Instalação Nova;Problemas Técnicos;Financeiro
Conecta+;Reparo de Fibra;Americana;20266626557;31/01/2026 12:51:49;Cancelado;06/02/2026 23:51:49;OLT-NOKIA-6;Americana;Reparo de Fibra;Mudança de Cidade;Financeiro
FiberTech;Reparo de Fibra;Campinas;20265440676;09/02/2026 01:13:13;Cancelado;09/02/2026 05:13:13;OLT-NOKIA-8;Campinas;Reparo de Fibra;Troca por Concorrente;Retenção
Conecta+;Mudança de Endereço;Campinas;20268113229;12/01/2026 13:46:40;Cancelado;17/01/2026 22:46:40;OLT-ZTE-5;Campinas;Mudança de Endereço;Preço Elevado;Comercial
Conecta+;Mudança de Endereço;Paulínia;20269890940;31/01/2026 09:35:30;Cancelado;05/02/2026 19:35:30;OLT-HUAWEI-10;Paulínia;Mudança de Endereço;Preço Elevado;Financeiro
Horizon Telecom;Reparo de Fibra;Americana;20266438115;26/12/2025 17:04:34;Cancelado;01/01/2026 05:04:34;OLT-HUAWEI-2;Americana;Reparo de Fibra;Mudança de Cidade;Telemarketing
Conecta+;Mudança de Endereço;Hortolândia;20269720412;28/01/2026 11:28:40;Cancelado;03/02/2026 21:28:40;OLT-ZTE-2;Hortolândia;Mudança de Endereço;Problemas Técnicos;Retenção
Horizon Telecom;Reparo de Fibra;Hortolândia;20264678337;28/12/2025 21:34:09;Cancelado;01/01/2026 04:34:09;OLT-HUAWEI-2;Hortolândia;Reparo de Fibra;Troca por Concorrente;Comercial
Conecta+;Instalação Nova;Hortolândia;20269826940;10/02/2026 11:31:11;Cancelado;11/02/2026 19:31:11;OLT-ZTE-7;Hortolândia;Instalação Nova;Preço Elevado;Comercial
Horizon Telecom;Suporte Wi-Fi;Valinhos;20265433732;07/02/2026 22:08:47;Cancelado;12/02/2026 10:08:47;OLT-ZTE-1;Valinhos;Suporte Wi-Fi;Mudança de Cidade;Telemarketing
FiberTech;Instalação Nova;Valinhos;20263226462;08/02/2026 17:36:40;Cancelado;10/02/2026 04:36:40;OLT-ZTE-10;Valinhos;Instalação Nova;Preço Elevado;Comercial
FiberTech;Troca de Tecnologia;Hortolândia;20264386174;05/01/2026 16:05:05;Cancelado;10/01/2026 04:05:05;OLT-HUAWEI-10;Hortolândia;Troca de Tecnologia;Problemas Técnicos;Financeiro
Conecta+;Suporte Wi-Fi;Campinas;20269434271;03/01/2026 14:22:11;Cancelado;05/01/2026 15:22:11;OLT-HUAWEI-4;Campinas;Suporte Wi-Fi;Troca por Concorrente;Retenção
Conecta+;Suporte Wi-Fi;Hortolândia;20265291279;26/01/2026 00:23:48;Cancelado;28/01/2026 04:23:48;OLT-NOKIA-3;Hortolândia;Suporte Wi-Fi;Problemas Técnicos;Telemarketing
Conecta+;Instalação Nova;Sumaré;20261783182;13/01/2026 00:24:48;Cancelado;14/01/2026 07:24:48;OLT-ZTE-4;Sumaré;Instalação Nova;Problemas Técnicos;Retenção
Horizon Telecom;Instalação Nova;Sumaré;20262144980;03/01/2026 03:12:15;Cancelado;04/01/2026 15:12:15;OLT-HUAWEI-6;Sumaré;Instalação Nova;Problemas Técnicos;Comercial
Conecta+;Suporte Wi-Fi;Hortolândia;20268813729;10/02/2026 19:38:20;Cancelado;13/02/2026 00:38:20;OLT-NOKIA-10;Hortolândia;Suporte Wi-Fi;Preço Elevado;Retenção
Conecta+;Suporte Wi-Fi;Americana;20265864935;12/02/2026 02:56:47;Cancelado;17/02/2026 13:56:47;OLT-ZTE-8;Americana;Suporte Wi-Fi;Problemas Técnicos;Comercial
Horizon Telecom;Mudança de Endereço;Paulínia;20262842986;09/01/2026 08:35:04;Cancelado;15/01/2026 16:35:04;OLT-ZTE-8;Paulínia;Mudança de Endereço;Mudança de Cidade;Financeiro
Conecta+;Suporte Wi-Fi;Valinhos;20268711293;11/01/2026 07:06:41;Cancelado;12/01/2026 17:06:41;OLT-ZTE-6;Valinhos;Suporte Wi-Fi;Problemas Técnicos;Comercial
Horizon Telecom;Troca de Tecnologia;Sumaré;20266792102;06/01/2026 14:11:34;Cancelado;08/01/2026 14:11:34;OLT-NOKIA-10;Sumaré;Troca de Tecnologia;Problemas Técnicos;Telemarketing
Conecta+;Mudança de Endereço;Valinhos;20261689158;31/12/2025 22:48:02;Cancelado;07/01/2026 08:48:02;OLT-NOKIA-7;Valinhos;Mudança de Endereço;Troca por Concorrente;Retenção
Conecta+;Instalação Nova;Paulínia;20266449602;02/02/2026 06:14:45;Cancelado;04/02/2026 10:14:45;OLT-HUAWEI-3;Paulínia;Instalação Nova;Problemas Técnicos;Financeiro
Conecta+;Mudança de Endereço;Paulínia;20263068134;30/12/2025 19:34:46;Cancelado;07/01/2026 06:34:46;OLT-ZTE-4;Paulínia;Mudança de Endereço;Troca por Concorrente;Telemarketing
FiberTech;Troca de Tecnologia;Sumaré;20266382375;13/01/2026 18:20:55;Cancelado;14/01/2026 06:20:55;OLT-ZTE-2;Sumaré;Troca de Tecnologia;Preço Elevado;Retenção
Horizon Telecom;Instalação Nova;Paulínia;20261958796;06/01/2026 04:46:33;Cancelado;12/01/2026 16:46:33;OLT-ZTE-7;Paulínia;Instalação Nova;Preço Elevado;Telemarketing
Horizon Telecom;Instalação Nova;Valinhos;20265021986;06/01/2026 21:01:07;Cancelado;11/01/2026 08:01:07;OLT-NOKIA-8;Valinhos;Instalação Nova;Mudança de Cidade;Retenção
Conecta+;Suporte Wi-Fi;Campinas;20263026364;28/01/2026 20:29:33;Cancelado;31/01/2026 04:29:33;OLT-HUAWEI-2;Campinas;Suporte Wi-Fi;Preço Elevado;Financeiro
FiberTech;Instalação Nova;Campinas;20268471911;08/02/2026 02:25:08;Cancelado;15/02/2026 08:25:08;OLT-ZTE-7;Campinas;Instalação Nova;Mudança de Cidade;Financeiro
Conecta+;Reparo de Fibra;Campinas;20263153746;27/01/2026 11:12:05;Cancelado;01/02/2026 21:12:05;OLT-NOKIA-7;Campinas;Reparo de Fibra;Troca por Concorrente;Comercial
Conecta+;Suporte Wi-Fi;Valinhos;20262142416;28/12/2025 02:45:07;Cancelado;02/01/2026 11:45:07;OLT-NOKIA-9;Valinhos;Suporte Wi-Fi;Mudança de Cidade;Retenção
FiberTech;Troca de Tecnologia;Hortolândia;20261827677;10/01/2026 05:38:17;Cancelado;16/01/2026 16:38:17;OLT-HUAWEI-3;Hortolândia;Troca de Tecnologia;Mudança de Cidade;Comercial
FiberTech;Troca de Tecnologia;Campinas;20262738738;04/01/2026 15:05:39;Cancelado;09/01/2026 01:05:39;OLT-NOKIA-1;Campinas;Troca de Tecnologia;Preço Elevado;Retenção
FiberTech;Instalação Nova;Hortolândia;20261667615;13/02/2026 10:37:20;Cancelado;15/02/2026 14:37:20;OLT-HUAWEI-6;Hortolândia;Instalação Nova;Mudança de Cidade;Retenção
FiberTech;Reparo de Fibra;Campinas;20265342671;04/02/2026 17:28:18;Cancelado;10/02/2026 20:28:18;OLT-HUAWEI-6;Campinas;Reparo de Fibra;Preço Elevado;Telemarketing
FiberTech;Troca de Tecnologia;Americana;20267126904;26/01/2026 14:41:37;Cancelado;27/01/2026 21:41:37;OLT-HUAWEI-10;Americana;Troca de Tecnologia;Mudança de Cidade;Financeiro
Horizon Telecom;Mudança de Endereço;Americana;20267176778;02/01/2026 22:06:33;Cancelado;08/01/2026 03:06:33;OLT-NOKIA-9;Americana;Mudança de Endereço;Troca por Concorrente;Retenção
FiberTech;Instalação Nova;Sumaré;20262167795;19/01/2026 13:16:50;Cancelado;23/01/2026 01:16:50;OLT-HUAWEI-6;Sumaré;Instalação Nova;Troca por Concorrente;Comercial
FiberTech;Troca de Tecnologia;Sumaré;20266205005;12/01/2026 19:30:29;Cancelado;20/01/2026 06:30:29;OLT-NOKIA-8;Sumaré;Troca de Tecnologia;Mudança de Cidade;Comercial
Horizon Telecom;Mudança de Endereço;Paulínia;20263992088;08/02/2026 08:40:53;Cancelado;12/02/2026 17:40:53;OLT-ZTE-2;Paulínia;Mudança de Endereço;Preço Elevado;Financeiro
FiberTech;Instalação Nova;Americana;20265326012;25/12/2025 04:21:01;Cancelado;01/01/2026 15:21:01;OLT-NOKIA-4;Americana;Instalação Nova;Mudança de Cidade;Financeiro
Conecta+;Reparo de Fibra;Valinhos;20268592132;03/01/2026 09:26:44;Cancelado;06/01/2026 14:26:44;OLT-ZTE-5;Valinhos;Reparo de Fibra;Problemas Técnicos;Retenção
FiberTech;Troca de Tecnologia;Valinhos;20261492471;23/01/2026 15:15:54;Cancelado;23/01/2026 23:15:54;OLT-ZTE-10;Valinhos;Troca de Tecnologia;Preço Elevado;Telemarketing
Conecta+;Instalação Nova;Campinas;20269370095;23/01/2026 22:04:44;Cancelado;25/01/2026 03:04:44;OLT-NOKIA-2;Campinas;Instalação Nova;Problemas Técnicos;Retenção
Horizon Telecom;Troca de Tecnologia;Sumaré;20263609029;22/01/2026 21:48:23;Cancelado;28/01/2026 04:48:23;OLT-NOKIA-10;Sumaré;Troca de Tecnologia;Mudança de Cidade;Retenção
FiberTech;Troca de Tecnologia;Valinhos;20265594402;08/01/2026 02:20:03;Cancelado;12/01/2026 12:20:03;OLT-NOKIA-9;Valinhos;Troca de Tecnologia;Mudança de Cidade;Financeiro
Conecta+;Instalação Nova;Americana;20265261178;27/01/2026 17:16:14;Cancelado;31/01/2026 18:16:14;OLT-ZTE-4;Americana;Instalação Nova;Troca por Concorrente;Financeiro
Horizon Telecom;Reparo de Fibra;Paulínia;20269224874;31/01/2026 00:19:46;Cancelado;04/02/2026 04:19:46;OLT-ZTE-10;Paulínia;Reparo de Fibra;Troca por Concorrente;Financeiro
Conecta+;Suporte Wi-Fi;Americana;20264688790;11/02/2026 14:56:12;Cancelado;14/02/2026 01:56:12;OLT-HUAWEI-10;Americana;Suporte Wi-Fi;Mudança de Cidade;Financeiro
Horizon Telecom;Mudança de Endereço;Paulínia;20262236108;04/02/2026 17:40:47;Cancelado;10/02/2026 19:40:47;OLT-ZTE-10;Paulínia;Mudança de Endereço;Preço Elevado;Retenção
